,mean_distance_noisy_all,mean_distance_denoised_all,mean_distance_aug_denoised_all,std_distance_noisy_all,std_distance_denoised_all,std_distance_aug_denoised_all
0,1.6997091830557567,0.7784729610722058,0.7221835420474169,0.00713246349949634,0.00811251426439,0.005953254108363314
1,1.8816066766562687,1.0269388703143063,0.8824173613584619,0.0032965325248257298,0.004856485209023301,0.003346651894924575
2,1.9259723992049904,1.0389372656026254,0.9541988830447613,0.003188682224073444,0.0017939264907297144,0.014164798497261636
3,1.9463000321191788,1.0406853000011764,0.9995612825113777,0.0039415454803259,0.0013151808318797753,0.008603032815038887
4,1.9582734706416245,1.0414417987289721,1.0061548511784522,0.003027027434769691,0.0009510768718638544,0.0025035538233460033
5,1.9650167448837497,1.041892034239548,1.0073730834103287,0.0032696484902330273,0.0009305225729957613,0.001095192528257434
6,1.9705488534240405,1.0421458553288452,1.0076845430680381,0.0029375268774988676,0.0008828485594568132,0.0009101319870682329
7,1.9741424739221278,1.0422182207024917,1.0076030878146727,0.0029424163656212696,0.0007693787648693003,0.0007825485897347021
8,1.9775766771721068,1.0424885239700576,1.0077432617313442,0.003013038202990847,0.0007611450883816735,0.0005281932891653792
9,1.9803414945541644,1.0426190906151236,1.0079316501563464,0.0027922879145560577,0.0007306182847832399,0.00039451558813139587
