,mean_distance_noisy_all,mean_distance_denoised_all,mean_distance_aug_denoised_all,std_distance_noisy_all,std_distance_denoised_all,std_distance_aug_denoised_all
0,0.9649507295578036,0.29488908060873453,0.26850866843347737,0.015855876866674546,0.00955998296309547,0.008785912270970971
1,1.5306346508766333,0.7385247577251606,0.6159709995530672,0.013168724754684554,0.022348354858605,0.010540452044131201
2,1.694940558502709,0.984561107997723,0.7540344818288709,0.011955677248340854,0.0230877613416084,0.012996106299776716
3,1.7841879712178663,1.052645929930477,0.880088667857304,0.010449199375299055,0.011985320545904978,0.030755274171995525
4,1.8243389011878453,1.067590315181162,0.9644416223006859,0.011649174029606833,0.009629019949611102,0.032962607069084694
5,1.8633344230122577,1.079388797589238,1.0174347338228715,0.012516263513896507,0.006437673539796641,0.022416922045012368
6,1.8808943743329152,1.0805172480957979,1.023505214696329,0.013675403573505291,0.00662365163759534,0.017554646501388944
7,1.8957229804104787,1.084874570229521,1.0368426373783215,0.011119721636459266,0.005205056649219659,0.010640761360114418
8,1.9097673921259173,1.0847534218184312,1.0380295482327764,0.011642041032333532,0.006242758436233081,0.00985025394707843
9,1.9143452596002846,1.0863086545744987,1.0420135758888665,0.01236379822903544,0.005317928426505067,0.006363129147226813
