,mean_distance_noisy_all,mean_distance_denoised_all,mean_distance_aug_denoised_all,std_distance_noisy_all,std_distance_denoised_all,std_distance_aug_denoised_all
0,1.7043738858969502,1.7043738858969504,0.7960883659515164,0.05085001874159502,0.050850018741594914,0.13783195757566813
1,1.6961020417119925,1.226326934449223,0.6881404854258715,0.03151097728639541,0.036745203902579036,0.03385199544682875
2,1.691724698247488,1.0088348998647283,0.6983884170364126,0.02136292742022399,0.03219095496557147,0.017058217142669745
3,1.7025189208234577,0.8963894187112991,0.7174180488057292,0.016094199592115787,0.026575868237652022,0.013262320404368411
4,1.7001535736017517,0.8088195550498398,0.7207152720080383,0.010112883991503554,0.012038645054574207,0.00852961106716124
5,1.6997340830452756,0.7668545371145314,0.7228975416247846,0.006592857794657087,0.006585439740895564,0.005600888902158494
6,1.6999217661860064,0.7460675817500383,0.7243060462089893,0.005151473064715576,0.004810584656132788,0.004369962192576672
7,1.700169341359869,0.7360434860598886,0.7251120035054359,0.003438192903897992,0.003043340179849185,0.0029158156084911416
8,1.699839658849863,0.7305788880368876,0.7251262111159648,0.0021441337593347915,0.0018956959065363778,0.0018300028676468758
9,1.7002939645190702,0.7283964332409356,0.7256754421167052,0.0013081251205695386,0.0011505328749394663,0.0011213432923554598
10,1.700011759515464,0.7268717481733894,0.7255136371178189,0.00035515757062386325,0.00030985619040916604,0.0003077130376659861
