,mean_distance_noisy_all,mean_distance_denoised_all,mean_distance_aug_denoised_all,std_distance_noisy_all,std_distance_denoised_all,std_distance_aug_denoised_all
0,1.6026108281989093,1.602610828198909,0.6928514989602717,0.061930891631663584,0.06193089163166344,0.13802697611940784
1,1.5869225734187558,1.1329729567878382,0.6030262310829342,0.043800890861373926,0.04840901308767536,0.0377982406065922
2,1.5788602419467264,0.9133286632580812,0.6111505830166261,0.027129346160353333,0.038068617224311936,0.021111407979270292
3,1.5783766291019021,0.773243677042965,0.6196119749616611,0.018924978418469324,0.023363991038700693,0.014302466779539355
4,1.5793091528961876,0.700695349039015,0.6250570333982725,0.014250515712752179,0.014011891839542987,0.011281874853814088
5,1.5796860730455997,0.6656169042283447,0.6277364597876971,0.009103079303753234,0.008147585865017936,0.007217524471661587
6,1.5796106805691439,0.6474522426580631,0.6287432996431186,0.006357526537989688,0.005345869251672758,0.005029655728456274
7,1.5793398643605854,0.6384864456767363,0.6291211024306087,0.004385219644697573,0.0036182683577458507,0.0035150406449519656
8,1.5795627965163355,0.6342172725188546,0.6295550713879288,0.0025442424772683515,0.0020568561824367603,0.002010659957880962
9,1.579249315548259,0.6317450581586218,0.6294421824547297,0.0007176186112066759,0.0005322030589941958,0.0005464125481466898
