0.089627831031541+0.000000000000000i,0.100543243570605+0.003277754617874i,0.106910880108738+0.007668446536117i,0.107674930513805+0.012540429058088i,0.102654116633061+0.017061365067930i,0.092599555344876+0.020427589010852i,0.079004181771865+0.022087817543864i,0.063731960376187+0.021878196267983i,0.048595209770389+0.020026487921919i,0.035012142909019+0.017039772527791i,0.023827347426404+0.013532991345631i,0.015307239085772+0.010062470636174i,0.009276709531368+0.007012646558580i,0.005320856390828+0.004588681896326i,0.002886887077396+0.002878499327765i,0.001346538213016+0.001714676574721i,0.000555297802748+0.000656191552276i,0.000880566132381+0.000204828485317i,0.000606997445638+0.001476618501444i,-0.002525805415526+0.000906506621035i,-0.001199935187874-0.004989348642332i,0.009331378417077-0.001616159754174i,0.001814552700043+0.016372226853828i,-0.027215665823136+0.001299056287202i,0.000625259309040-0.042901010059545i,0.064108912484553+0.004890125629823i,-0.012523018492663+0.090823170029453i,-0.121997776762616-0.024374383723660i,0.040772042771480-0.155390011095515i,0.187691772743655+0.061194045460146i,-0.084094101177737+0.215007179438466i,-0.233604852882047-0.106999261229168i,0.126918059347240-0.240752068435616i,0.235374744754016+0.140978095100734i,-0.147107101400513+0.218323269743821i,-0.192153177589128-0.144534514354675i,0.133946076069737-0.160498222388502i,0.127247379389005+0.117250362002879i,-0.097055511836524+0.095781116120356i,-0.068466455991627-0.076044572118886i,0.056445009747067-0.046491902589046i,0.030000916171689+0.039721245017604i,-0.026519523330945+0.018404653926771i,-0.010738798416338-0.016809040459675i,0.010121202904664-0.005962586809557i,0.003152036585569+0.005792998185546i,-0.003153703123867+0.001587273249994i,-0.000761776242612-0.001633963884670i,0.000806155245159-0.000348574210564i,0.000152115554876+0.000378956174978i,-0.000169815600403+0.000063313337604i,-0.000025129100775-0.000072575177388i,0.000029593599590-0.000009505794618i,0.000003423877401+0.000011517328558i,-0.000004279153634+0.000001172561221i,-0.000000381013647-0.000001518039096i,0.000000514221848-0.000000117135590i,0.000000033936185+0.000000166318546i,-0.000000051356090+0.000000009213695i,-0.000000002324802-0.000000015135787i,0.000000004256454-0.000000000537878i,0.000000000111351+0.000000001141729i,-0.000000000291996+0.000000000019549i,-0.000000000002490-0.000000000071147i,0.000000000016302-0.000000000000000i,-0.000000000001099+0.000000000003147i,-0.000000000003682-0.000000000004253i,-0.000000000002857-0.000000000022744i,0.000000000033404-0.000000000090666i,0.000000000288048-0.000000000263007i,0.000000001446747-0.000000000389770i,0.000000005352975+0.000000001153838i,0.000000014728903+0.000000012064829i,0.000000025224202+0.000000057703827i,-0.000000011599419+0.000000197811776i,-0.000000298462197+0.000000512481483i,-0.000001415274136+0.000000920543430i,-0.000004542673940+0.000000511718275i,-0.000011059442196-0.000004035407382i,-0.000019898417938-0.000020869294758i,-0.000020187575376-0.000064069201330i,0.000021918061904-0.000147221900175i,0.000176406850955-0.000259431091348i,0.000543322100928-0.000317125721494i,0.001195844005793-0.000104936156298i,0.002049534613420+0.000744232710912i,0.002684815290856+0.002649197183409i,0.002234193565187+0.005801888548019i,-0.000494297964825+0.009760509098669i,-0.006538799273953+0.013126302662541i,-0.016033302557887+0.013608852642132i,-0.027524343067410+0.008679822840938i,-0.037811449015240-0.003292194235477i,-0.042611056516959-0.021869810925655i,-0.037970862857322-0.043921873778221i,-0.021982843235878-0.063983008578668i,0.003868475311611-0.075692928034638i,0.034387580064908-0.073998734970909i,0.061818679251285-0.057389000089179i,0.078378890604968-0.029137496296299i,0.079314657269614+0.003335339587303i,0.065023267721235+0.031087616271485i,0.040965034705842+0.047197447579473i,0.015227690031023+0.049407519772511i,-0.004977120212632+0.040462644264297i,-0.015973019974206+0.026122243154748i,-0.018178576051266+0.012197260083842i,-0.014712627842687+0.002311748817499i,-0.009254261851402-0.002690767660333i,-0.004437206246597-0.003933183456233i,-0.001346256906053-0.003194005453594i,0.000110591070870-0.001921954836386i,0.000532439280195-0.000878886535070i,0.000513772209526-0.000255644106713i,0.000436293302727+0.000048083704277i,0.000483842051439+0.000198253103660i,0.000741596341904+0.000318844456762i,0.001288242769461+0.000468886122964i,0.002253798633764+0.000651452474386i,0.003850077403388+0.000823907681914i,0.006383867482892+0.000905349590548i,0.010251134609263+0.000791974146830i,0.015898945872742+0.000391901081854i,0.023739380834361-0.000319154284760i,0.034010994756388-0.001236400450260i,0.046608132222007-0.002088771827686i,0.060928759387701-0.002459611050277i,0.075811820457157-0.001882998726616i
0.116046035025666+0.000000000000000i,0.115343322309994+0.016822026270434i,0.107021916058599+0.032679934805493i,0.092382960743385+0.045145074019957i,0.073785835557338+0.052548428345405i,0.054033414932159+0.054342273656780i,0.035692749001021+0.051109496145912i,0.020574190578278+0.044255610018830i,0.009505651819070+0.035530184721040i,0.002411080662508+0.026560102344331i,-0.001404316763186+0.018533861119444i,-0.002903398814012+0.012088806065071i,-0.003020299667208+0.007372350649349i,-0.002486022825149+0.004204635073467i,-0.001787092881555+0.002245154118402i,-0.001171031744224+0.001098512601968i,-0.000653537104617+0.000468583748193i,-0.000292078951383+0.000292514851047i,-0.000378541088873+0.000237952314209i,-0.000358569837393-0.000390209639801i,0.000829348744508-0.000405048401099i,0.000539682127638+0.001690089491625i,-0.003065652961753+0.000601714038007i,-0.000363235956544-0.005179955656716i,0.008199771168498+0.000458793755920i,-0.002238790903468+0.012132541274140i,-0.016751751303510-0.005377017988885i,0.010162891007880-0.021536450336038i,0.025687078055781+0.016612726859604i,-0.024331977297258+0.028257522306771i,-0.028391779253521-0.032470706415929i,0.039828178831571-0.025601201283100i,0.019980921027341+0.045109903590837i,-0.047270806641121+0.012266823850037i,-0.003687269167740-0.045826286461598i,0.041010156151479+0.004352958740427i,-0.010645788293435+0.033713144978082i,-0.025224073117169-0.014474764555976i,0.015733385349726-0.016874260500140i,0.009715821147030+0.014846682441826i,-0.012554131011492+0.004335368142958i,-0.000837097551865-0.009653605267811i,0.006798354773159+0.001039542336870i,-0.001741398666755+0.004395935334790i,-0.002607542129485-0.001735758716818i,0.001402037679452-0.001412105322645i,0.000690781936171+0.000990380307145i,-0.000630912276641+0.000298548571235i,-0.000108216305960-0.000368084062870i,0.000198385742486-0.000027791968310i,0.000000017898109+0.000099297200297i,-0.000046305708881-0.000006165115958i,0.000005351812120-0.000020157953501i,0.000008199823685+0.000003295427352i,-0.000001706955552+0.000003117434743i,-0.000001107083608-0.000000784646717i,0.000000327824588-0.000000366716929i,0.000000113013790+0.000000126085342i,-0.000000044982738+0.000000032265015i,-0.000000008473646-0.000000014958992i,0.000000004652205-0.000000002022237i,0.000000000428417+0.000000001356141i,-0.000000000371140+0.000000000076417i,-0.000000000009699-0.000000000095455i,0.000000000023015+0.000000000000000i,-0.000000000000855+0.000000000005064i,-0.000000000001908-0.000000000001712i,0.000000000000560-0.000000000007272i,0.000000000016774-0.000000000022821i,0.000000000101049-0.000000000038719i,0.000000000385786+0.000000000085188i,0.000000000950092+0.000000001001854i,0.000000000706452+0.000000004578019i,-0.000000006681179+0.000000013390820i,-0.000000041322564+0.000000021737648i,-0.000000139527335-0.000000020209248i,-0.000000295342411-0.000000287639286i,-0.000000202077958-0.000001148866272i,0.000001366663799-0.000002878764736i,0.000007275056949-0.000004160405634i,0.000021088569896+0.000001656912733i,0.000040181833702+0.000031581667167i,0.000037824542502+0.000111703765710i,-0.000062457277618+0.000251873871026i,-0.000392060772381+0.000376939937753i,-0.001060957088311+0.000226474854773i,-0.001941085833702-0.000685522511852i,-0.002354199900760-0.002873845391150i,-0.000924135057065-0.006307773414728i,0.003972687495599-0.009613951669121i,0.012900863951583-0.009698962954694i,0.023661724335873-0.002685013049075i,0.030558540743253+0.013514673117791i,0.026162209028708+0.036108614255032i,0.005727621547691+0.056309092485103i,-0.028036145582972+0.062325884862855i,-0.063645373519276+0.045956996061228i,-0.085332283487991+0.008902593398246i,-0.081594875962706-0.036081258489948i,-0.052379052003712-0.071061989652847i,-0.009694295908562-0.082560485739048i,0.029045398823261-0.068598105429408i,0.050436707678284-0.038636675884253i,0.051085309506698-0.007089236165653i,0.037048441230264+0.014676006934387i,0.018411784864429+0.022801985268874i,0.003381848278461+0.020236609616616i,-0.004656368417104+0.012855426742104i,-0.006574781116183+0.005657664509187i,-0.005139377436165+0.001028224521045i,-0.002875144368590-0.000946748375453i,-0.001137476319268-0.001264078239410i,-0.000227626758304-0.000967713879265i,0.000086628456080-0.000709594073506i,0.000143500794492-0.000777508096388i,0.000213243567382-0.001293870259214i,0.000514019142152-0.002380739477570i,0.001301827124591-0.004224809186323i,0.002954830384150-0.007052149978712i,0.006012448289925-0.011037891671679i,0.011145370209899-0.016173339398842i,0.019037231041504-0.022121404699561i,0.030174073939723-0.028112140206827i,0.044573802782143-0.032945983033294i,0.061535338567892-0.035161141102573i,0.079520858047292-0.033371947541092i,0.096275147448703-0.026707254868715i,0.109219164068524-0.015205588219387i
0.006371668476848+0.000000000000000i,0.011557842820715+0.001569583078760i,0.016194540349126+0.003860905301344i,0.019533417490985+0.006517791889802i,0.021093249955474+0.009050212421480i,0.020772559158422+0.010975758319840i,0.018842594878282+0.011957684625911i,0.015833572695655+0.011887944094930i,0.012365998819936+0.010890109945022i,0.008990992673546+0.009251809208988i,0.006088186963482+0.007321879305063i,0.003837794664430+0.005415662762031i,0.002247007269914+0.003756835942591i,0.001206652593095+0.002445818436660i,0.000596670084876+0.001469317728345i,0.000335078335384+0.000846081102380i,0.000126198075032+0.000618590141648i,-0.000316072936908+0.000242576542461i,0.000075770167447-0.000653332559656i,0.001577683114231+0.000353027860975i,-0.000915497580561+0.003078615032031i,-0.005578550813545-0.002305308776357i,0.005193401452078-0.009573908188087i,0.015453825098615+0.010601887726550i,-0.019940259897546+0.023382801291161i,-0.033070894685483-0.034844428797652i,0.056848224102073-0.043526741024986i,0.052939569512749+0.086876941575729i,-0.124645138403585+0.058810052459736i,-0.058400599116886-0.168154082960683i,0.213533911260138-0.049464226334726i,0.031063420335121+0.255423863859434i,-0.287920472004337+0.004183269811099i,0.028149468635941-0.305895022796873i,0.306289079523005+0.061381022547764i,-0.090476444215134+0.288945780574656i,-0.256671658126841-0.111167657946163i,0.120978419590103-0.214500440393257i,0.168422386566061+0.119687614411446i,-0.109120361411529+0.124016338608834i,-0.085406667773231-0.092413169768668i,0.073066476361296-0.054790639479338i,0.032543287306245+0.054114537507485i,-0.037629201501333+0.017717829605836i,-0.008685143021703-0.024606942615331i,0.015149946705251-0.003694044545160i,0.001235253192505+0.008788855196590i,-0.004806731776121+0.000195725721225i,0.000143101277419-0.002479103106302i,0.001205897520390+0.000188983432330i,-0.000142840160294+0.000553169662658i,-0.000239228903155-0.000087170808909i,0.000046571892369-0.000097489006677i,0.000037406653862+0.000022494827329i,-0.000009982321789+0.000013499300791i,-0.000004574703384-0.000004107300118i,0.000001575932803-0.000001452585783i,0.000000430785265+0.000000565996749i,-0.000000190771646+0.000000118755243i,-0.000000030204943-0.000000060455649i,0.000000018036756-0.000000006999628i,0.000000001443344+0.000000005070998i,-0.000000001344426+0.000000000251111i,-0.000000000031121-0.000000000336257i,0.000000000079251+0.000000000000000i,-0.000000000002153+0.000000000017380i,-0.000000000005157-0.000000000003179i,0.000000000000110-0.000000000013826i,0.000000000027642-0.000000000049692i,0.000000000199617-0.000000000124451i,0.000000000926090-0.000000000049860i,0.000000003140936+0.000000001500292i,0.000000007325221+0.000000010045743i,0.000000005856342+0.000000041838178i,-0.000000046536690+0.000000128346292i,-0.000000309777311+0.000000282858117i,-0.000001183821637+0.000000316146610i,-0.000003324070555-0.000000723125616i,-0.000006947963990-0.000005682090848i,-0.000009133015292-0.000020567079930i,0.000002437875579-0.000053556771167i,0.000058688386651-0.000106226626820i,0.000213792419702-0.000149776695928i,0.000526655495975-0.000085386678087i,0.000994609457171+0.000291160803243i,0.001432148598889+0.001269001061946i,0.001342320186164+0.003079399619868i,-0.000098141856515+0.005608860181955i,-0.003793661679975+0.008068741475052i,-0.010180737004571+0.008863001373129i,-0.018562614458708+0.005919965675477i,-0.026735507243126-0.002446697431143i,-0.031308505691564-0.016446523651636i,-0.028797756113553-0.034064666679961i,-0.017112126088461-0.051170489922069i,0.003230829068110-0.062595568004631i,0.028729567687578-0.063829193531727i,0.053590366334053-0.052725047001328i,0.071349318073088-0.030608202703863i,0.076992060113136-0.002300018035760i,0.068866598105345+0.025170740422250i,0.049529951206949+0.044918641653324i,0.024923886734031+0.052729532040802i,0.002058240303240+0.048545561591962i,-0.013716548268040+0.036095897860965i,-0.020454025479125+0.020899399511495i,-0.019588881718556+0.007806509233571i,-0.014456949913453-0.000616662947275i,-0.008425526350286-0.004267464835150i,-0.003648898193176-0.004586160058916i,-0.000818395478802-0.003355198555857i,0.000375262802536-0.001887354139085i,0.000596445106550-0.000798643313870i,0.000414836805856-0.000180553122073i,0.000145387348025+0.000117009775690i,-0.000118148610885+0.000278376246739i,-0.000408151184016+0.000432701938673i,-0.000804736525824+0.000642098288326i,-0.001389852078219+0.000915518362223i,-0.002218118769379+0.001220210720435i,-0.003287138731033+0.001487683471193i,-0.004503265611916+0.001624016997799i,-0.005654049177242+0.001534762874953i,-0.006408022941830+0.001166355798590i,-0.006361266141472+0.000553381970511i,-0.005135893676146-0.000149967955871i,-0.002511311330007-0.000678287264929i,0.001455162673498-0.000715912466590i
-0.191556241949004+0.000000000000000i,-0.196462955771552-0.023868997872140i,-0.189315050049038-0.047142893750131i,-0.171192884846706-0.066272100745539i,-0.145002487478256-0.078581109191186i,-0.114720533301407-0.082879058880223i,-0.084419055675284-0.079604911798113i,-0.057395215373739-0.070503618775444i,-0.035653455099305-0.058000840599772i,-0.019824315967189-0.044524317481072i,-0.009439024841013-0.031988864423048i,-0.003382325623922-0.021552154172341i,-0.000347591601421-0.013629280294810i,0.000827749911765-0.008094064954862i,0.001038400704947-0.004544649367198i,0.000928157458135-0.002414168334181i,0.000689540483891-0.001044534450120i,0.000079088228382-0.000361658224352i,-0.000146260551199-0.000856969706448i,0.001386051520076-0.000736028428134i,0.001168208703848+0.002473052268568i,-0.004633589911225+0.001838930614007i,-0.002890494060144-0.008210626884740i,0.013758978186363-0.004304563268141i,0.006057652818466+0.021933876396690i,-0.033295592312451+0.008084449005839i,-0.010238848958633-0.048149619969777i,0.066377156907310-0.012303368305713i,0.014017989224048+0.087287945325775i,-0.109563373419562+0.015117832573867i,-0.015376335598008-0.131336398814481i,0.150419342492335-0.014646988051321i,0.012896997125868+0.164648641945480i,-0.172275692735682+0.010227747669163i,-0.006876558394904-0.172309947900671i,0.164724802594825-0.003193809400002i,-0.000407387096102+0.150469197874628i,-0.131279373815593-0.003523524307728i,0.005838915650018-0.109339753271247i,0.086881602460077+0.007186895801279i,-0.007573851211528+0.065819601426336i,-0.047506629964189-0.007158483099290i,0.006195292084808-0.032644601976092i,0.021340882171809+0.004963520348978i,-0.003705056253870+0.013263120624984i,-0.007830766128143-0.002587307533825i,0.001694902908166-0.004389188256387i,0.002333899589884+0.001043596432369i,-0.000604835307696+0.001176494307102i,-0.000561806148034-0.000330321046114i,0.000170139277819-0.000253938654092i,0.000108551834594+0.000082706982186i,-0.000037965837536+0.000043840652797i,-0.000016708329493-0.000016464837092i,0.000006748402805-0.000006000284319i,0.000002026683601+0.000002614930643i,-0.000000958179262+0.000000642252628i,-0.000000190306725-0.000000332086210i,0.000000108878664-0.000000052467112i,0.000000013356763+0.000000033773388i,-0.000000009912444+0.000000003100137i,-0.000000000640630-0.000000002752822i,0.000000000723380-0.000000000111751i,0.000000000013899+0.000000000179846i,-0.000000000042209-0.000000000000000i,0.000000000001167-0.000000000009163i,0.000000000003190+0.000000000002413i,-0.000000000000093+0.000000000011615i,-0.000000000024723+0.000000000043004i,-0.000000000180242+0.000000000106107i,-0.000000000841770+0.000000000013159i,-0.000000002838598-0.000000001546244i,-0.000000006284121-0.000000010030347i,-0.000000002041449-0.000000041273958i,0.000000060911419-0.000000123307031i,0.000000358625287-0.000000248356467i,0.000001311681255-0.000000133308481i,0.000003494787410+0.000001483076525i,0.000006454808943+0.000008172015844i,0.000004581491049+0.000026819585112i,-0.000021852515987+0.000064079171764i,-0.000117859235883+0.000108850499141i,-0.000350725928951+0.000089748720333i,-0.000754940633767-0.000187504033826i,-0.001179194016061-0.001068715554194i,-0.001041649050865-0.002919694025190i,0.000848732048687-0.005686042911688i,0.006046967562015-0.008153104968035i,0.015412627795952-0.007321518983925i,0.027279128226706+0.001226778741056i,0.035838691040607+0.021127022986979i,0.031592680490431+0.051408316732969i,0.005374155776109+0.083141713423255i,-0.044796233730962+0.099934074027246i,-0.107929163675019+0.084447936238011i,-0.160642240084368+0.029058063236240i,-0.176551373085983-0.055700884245856i,-0.140701017322578-0.141938915569503i,-0.060151568644542-0.196389753319611i,0.037210726762154-0.197469466526847i,0.116129120968187-0.146757857919542i,0.151602042983293-0.067431012659801i,0.139749273787625+0.008969529154355i,0.096126113237245+0.058468081228592i,0.044404743308412+0.073710304400193i,0.003773723024966+0.062539261002980i,-0.017764796238948+0.039624343339974i,-0.022495985458271+0.017742241132462i,-0.017681234689933+0.003337305620490i,-0.010290270951272-0.003117417023216i,-0.004362351104799-0.004263240132784i,-0.001010641730223-0.003089992016431i,0.000301288152462-0.001529904634233i,0.000510771091811-0.000313763072309i,0.000289970259365+0.000592442335624i,-0.000106945335281+0.001538321869881i,-0.000769902491593+0.002943966519110i,-0.002048408436094+0.005221867310849i,-0.004526905592838+0.008749331435046i,-0.009029236237991+0.013802260073712i,-0.016582946816572+0.020419721325376i,-0.028278635085550+0.028224382349286i,-0.044993009651361+0.036268952651553i,-0.067002421816280+0.043005270519497i,-0.093585773539832+0.046463582999378i,-0.122774093737465+0.044670845986816i,-0.151410067968632+0.036236011750685i,-0.175607366597861+0.020925461451898i
0.197826655020892+0.000000000000000i,0.207777483966276+0.012382157338784i,0.207069601034900+0.024821474966400i,0.195792683041526+0.035490845165027i,0.175624738037650+0.042897689519016i,0.149423373370406+0.046226251555654i,0.120563400321918+0.045474171891423i,0.092231815607093+0.041356166796512i,0.066880477349501+0.035032980731343i,0.045955280713167+0.027776151485317i,0.029910718127190+0.020680702977290i,0.018430113270429+0.014493827953861i,0.010743192236006+0.009571995035182i,0.005935874922511+0.005962449549650i,0.003112201088666+0.003548855081624i,0.001443618272064+0.002021392018108i,0.000574547961348+0.000852204390974i,0.000735821090578+0.000252831048937i,0.000635495921364+0.001198855065674i,-0.001961330196196+0.001032212905459i,-0.001537661722086-0.003962634744007i,0.007589136731416-0.002405196927012i,0.003457158281058+0.013607462666639i,-0.023127551722689+0.004408994468998i,-0.004790683073474-0.037296832977512i,0.057044203615628-0.003842709391132i,0.000566054766876+0.082745277765510i,-0.113836876701049-0.006097712665683i,0.016973566793857-0.148534867422720i,0.183808459120238+0.032296870584048i,-0.051407439789423+0.215710113311010i,-0.240054413429017-0.072632920171423i,0.093462585963628-0.253302101549101i,0.253397567253302+0.111016660308846i,-0.122696935456581+0.240288699580133i,-0.215948980739853-0.126816972825176i,0.123001443695005-0.183891221892118i,0.148337716974446+0.112224316442543i,-0.096489544839595+0.113316427572991i,-0.081946983785206-0.078283872718676i,0.059994654860609-0.056078233134973i,0.036296829303174+0.043466580897882i,-0.029791080298006+0.022208064617386i,-0.012835990781250-0.019325868095930i,0.011871625754465-0.007002881259613i,0.003602735838216+0.006908261169784i,-0.003809466920797+0.001745750385689i,-0.000795586510597-0.001991285306936i,0.000986976500634-0.000340361714990i,0.000136363380634+0.000463994848622i,-0.000206959582402+0.000051000011803i,-0.000017727482198-0.000087612534403i,0.000035213743188-0.000005690831632i,0.000001670884506+0.000013443130901i,-0.000004876785595+0.000000441523407i,-0.000000101852914-0.000001682076330i,0.000000551958370-0.000000019106339i,0.000000002248616+0.000000172434863i,-0.000000051327850-0.000000000197622i,0.000000000229702-0.000000014570745i,0.000000003948549+0.000000000088829i,-0.000000000024529+0.000000001022515i,-0.000000000253293-0.000000000005181i,0.000000000000807-0.000000000060128i,0.000000000014104-0.000000000000000i,0.000000000001946+0.000000000003989i,0.000000000004953+0.000000000008278i,0.000000000004572+0.000000000043526i,-0.000000000069162+0.000000000170361i,-0.000000000563297+0.000000000468612i,-0.000000002721016+0.000000000556559i,-0.000000009591026-0.000000002877565i,-0.000000024268664-0.000000024295446i,-0.000000031926641-0.000000107374008i,0.000000071891742-0.000000340084932i,0.000000666749925-0.000000779907769i,0.000002694069759-0.000001022088154i,0.000007623159616+0.000001076320375i,0.000015636900848+0.000011772929592i,0.000019222418388+0.000043282925959i,-0.000010039088246+0.000108614017859i,-0.000136062425362+0.000196726515970i,-0.000449878312593+0.000217205039856i,-0.000991689515022-0.000068781395896i,-0.001565044043041-0.001051374609433i,-0.001494559760130-0.003065116336506i,0.000441742114604-0.005868157604814i,0.005530329182013-0.007962810570142i,0.013873682069239-0.006346852101432i,0.022812067195327+0.002474166670700i,0.026330471318398+0.019890051856335i,0.016997029336975+0.042090737921910i,-0.009319053832281+0.059010833902814i,-0.048268224206582+0.057703594596838i,-0.085574395326691+0.029838565190824i,-0.102308223461149-0.020862420278054i,-0.085300029832452-0.077126712955901i,-0.036334169060628-0.115427557697830i,0.026783880702908-0.118602515768394i,0.079059220669195-0.085678589517263i,0.101632256311788-0.032164478961900i,0.090894028082805+0.019222045126503i,0.058028190206688+0.050812664462278i,0.020611901267409+0.057383060590369i,-0.007216729812634+0.045303711955028i,-0.020055861057948+0.026003577893609i,-0.020429947663788+0.009086256333234i,-0.014437422216529-0.001060784252211i,-0.007540808330100-0.004747691711787i,-0.002605935712885-0.004519378949562i,-0.000113340930315-0.002911897092158i,0.000673706973595-0.001427168637095i,0.000677747743427-0.000561507360239i,0.000532755194488-0.000267004140558i,0.000560416305993-0.000367173935606i,0.000933833830349-0.000765350414219i,0.001846168168403-0.001488798664758i,0.003623044083838-0.002657098384965i,0.006780960901156-0.004427567042166i,0.012038661970692-0.006929546264210i,0.020270130579222-0.010184145751966i,0.032376695665535-0.014014595047673i,0.049065921389693-0.017971545582814i,0.070557822381017-0.021313470863439i,0.096284852164550-0.023082435790660i,0.124691270435985-0.022292363820537i,0.153245096876589-0.018202947707281i,0.178733893385166-0.010603266368267i
-0.156705109542317+0.000000000000000i,-0.156080295706879-0.008718611585243i,-0.147196105258811-0.016460027444993i,-0.131412792771775-0.022101997539109i,-0.111035947707259-0.025009868588342i,-0.088765760798212-0.025144743130755i,-0.067116879379922-0.022991382243056i,-0.047978305015471-0.019353144692460i,-0.032409895118541-0.015101973901350i,-0.020677171486482-0.010970280039050i,-0.012451115427144-0.007436805718851i,-0.007070288693825-0.004710822019390i,-0.003782380128395-0.002786064309662i,-0.001912744740737-0.001537672281280i,-0.000912436826496-0.000812127700621i,-0.000358962917588-0.000400695388246i,-0.000130890251528-0.000067309184926i,-0.000294623376930-0.000006135608624i,-0.000116802643744-0.000511470862049i,0.000965656577244-0.000114980049344i,0.000050931170052+0.001840425000424i,-0.003292246424839-0.000170618792760i,0.000743208786238-0.005549089249527i,0.008825930839631+0.001932560940130i,-0.004078542688397+0.013235421674079i,-0.018697702268865-0.007542969455307i,0.012605658990232-0.024857023861103i,0.031052089920429+0.019329946710113i,-0.027434784104287+0.036379855479944i,-0.039863853954209-0.036229603724329i,0.044663857133155-0.040696362191826i,0.038482009061006+0.051509352417263i,-0.055640489379443+0.033392489885722i,-0.026163600824959-0.056328153964521i,0.053444131657365-0.017922539446031i,0.009900732004184+0.047498899362148i,-0.039497846752120+0.003132640060943i,0.001758131788313-0.030670504118740i,0.022171101233342+0.004626300916275i,-0.005728828657281+0.014848092989844i,-0.009140347650564-0.005559288252260i,0.004666094771030-0.005102194109424i,0.002515445560454+0.003514165777390i,-0.002416845119948+0.001029680856883i,-0.000281835445917-0.001532466384058i,0.000900915103253+0.000029770609725i,-0.000117943274039+0.000492707548694i,-0.000251162489470-0.000112064428957i,0.000079256956788-0.000119453006774i,0.000053014164403+0.000047820342688i,-0.000025780474275+0.000021943637743i,-0.000008460609296-0.000012688069590i,0.000005768474386-0.000003032207601i,0.000001006916580+0.000002440394382i,-0.000000965465950+0.000000308349365i,-0.000000086456844-0.000000358474935i,0.000000125273347-0.000000021947217i,0.000000004949175+0.000000041302771i,-0.000000012875446+0.000000000956159i,-0.000000000145256-0.000000003802837i,0.000000001066374-0.000000000012399i,-0.000000000001519+0.000000000284496i,-0.000000000072370-0.000000000000908i,0.000000000000132-0.000000000017558i,0.000000000003768-0.000000000000000i,-0.000000000001409+0.000000000000203i,-0.000000000004692-0.000000000005967i,-0.000000000006002-0.000000000032915i,0.000000000040013-0.000000000136355i,0.000000000393056-0.000000000419668i,0.000000002080216-0.000000000757835i,0.000000008052655+0.000000000979273i,0.000000023453148+0.000000015809441i,0.000000045297849+0.000000082192750i,0.000000008211119+0.000000296234413i,-0.000000387752803+0.000000801781227i,-0.000002043688769+0.000001521084167i,-0.000006851931650+0.000001083242935i,-0.000017019058663-0.000005809625583i,-0.000030362060771-0.000032384392283i,-0.000026973503659-0.000100819417593i,0.000054113646392-0.000227401974470i,0.000333498206940-0.000371084857520i,0.000958228284043-0.000335339946555i,0.001942102854188+0.000331518713424i,0.002840458984088+0.002289674837812i,0.002388795410869+0.005991408725336i,-0.001487409063764+0.010790577919456i,-0.010729787037471+0.013927009816616i,-0.025073680099714+0.010371561230802i,-0.039713741382955-0.005274219586080i,-0.044795415327610-0.034603153449637i,-0.028864862938806-0.070894447955347i,0.013796485776431-0.098108894746090i,0.075751152132069-0.096546778549361i,0.134970271676980-0.054129573789416i,0.163164344073940+0.023099446738968i,0.140988973945007+0.109458873201858i,0.070892475442404+0.170537376711850i,-0.021773676222746+0.181143568820065i,-0.101331931213418+0.138965346187496i,-0.140323657592703+0.064952646368768i,-0.132198703876651-0.009349476387239i,-0.091028623799951-0.058567246750703i,-0.040435682142264-0.073873030567334i,-0.000326815051254-0.062397771585930i,0.020633014431203-0.038883498090144i,0.024526670900939-0.016497682271856i,0.018790161253161-0.001948031401202i,0.010652433801681+0.004306556489608i,0.004282691755910+0.005099750115968i,0.000756153041630+0.003632126374834i,-0.000600604121027+0.001982363828747i,-0.000892120064945+0.000980234978248i,-0.000979701360758+0.000712034861523i,-0.001384772278290+0.001037097222105i,-0.002459746947164+0.001867102103457i,-0.004581019292363+0.003228325807224i,-0.008258994087486+0.005208008949263i,-0.014146919062135+0.007860839073163i,-0.022954598994414+0.011112076890195i,-0.035275367348351+0.014678976296262i,-0.051347818752381+0.018036818320099i,-0.070804359695882+0.020459732922076i,-0.092491590594555+0.021153566161152i,-0.114458526947762+0.019465382702853i,-0.134178301960550+0.015113307277016i,-0.148996190222595+0.008352665672952i
